504273,1633,1616,115,,,,
504273,0,1248,703,29,3,163,102
504273,1,107,13,0,5,4,2
504273,2,102,30,22,5,16,8
504273,3,71,70,2,2,40,3
504273,4,22,21,5,0,0,0
504273,5,79,27,3,4,10,1
504273,6,2,1,0,5,0,0
504273,7,0,0,0,0,0,0
504273,8,1,0,0,0,0,0
504273,9,1,0,0,0,0,0
506356,1913,74,91,,,,
506356,10,307,39,3,2,11,5
506356,11,667,582,147,3,248,64
506356,12,491,206,41,5,17,11
506356,13,423,297,81,3,11,1
506356,14,14,9,5,0,7,5
506356,15,9,5,4,5,3,2
506356,16,1,0,0,0,0,0
506356,17,0,0,0,0,0,0
506356,18,0,0,0,0,0,0
506356,19,1,0,0,0,0,0
509128,622,146,94,,,,
509128,20,555,195,85,4,29,12
509128,21,1,0,0,0,0,0
509128,22,62,59,20,2,18,7
509128,23,0,0,0,0,0,0
509128,24,2,1,0,4,0,0
509128,25,1,0,0,0,0,0
509128,26,0,0,0,0,0,0
509128,27,0,0,0,0,0,0
509128,28,0,0,0,0,0,0
509128,29,1,0,0,0,0,0
508256,1436,1401,127,,,,
508256,30,987,367,228,0,330,215
508256,31,79,16,11,4,0,0
508256,32,61,18,17,5,3,0
508256,33,258,28,3,3,24,12
508256,34,17,11,4,3,5,1
508256,35,9,2,0,2,0,0
508256,36,16,14,7,2,6,4
508256,37,6,4,3,3,0,0
508256,38,0,0,0,0,0,0
508256,39,3,1,0,4,0,0
502318,590,488,75,,,,
502318,40,107,86,39,1,8,5
502318,41,67,42,37,2,38,27
502318,42,259,67,59,4,37,16
502318,43,57,44,14,4,26,16
502318,44,18,12,0,3,9,2
502318,45,0,0,0,0,0,0
502318,46,36,3,0,2,2,1
502318,47,0,0,0,0,0,0
502318,48,5,4,2,5,1,0
502318,49,41,27,11,2,6,1
110090,1161,643,148,,,,
110090,50,986,2,0,3,1,0
110090,51,43,4,2,4,3,0
110090,52,1,0,0,0,0,0
110090,53,3,1,0,2,0,0
110090,54,84,42,24,2,11,0
110090,55,38,18,14,0,15,14
110090,56,0,0,0,0,0,0
110090,57,0,0,0,0,0,0
110090,58,2,1,0,2,0,0
110090,59,4,1,0,4,0,0
380050,149,34,163,,,,
380050,60,40,21,5,3,19,4
380050,61,98,30,20,2,25,16
380050,62,4,0,0,0,0,0
380050,63,5,4,0,0,2,1
380050,64,1,0,0,0,0,0
380050,65,0,0,0,0,0,0
380050,66,0,0,0,0,0,0
380050,67,0,0,0,0,0,0
380050,68,0,0,0,0,0,0
380050,69,1,0,0,0,0,0
382855,1746,1220,10,,,,
382855,70,1002,875,581,1,676,168
382855,71,241,32,19,3,23,19
382855,72,19,12,8,5,11,7
382855,73,371,245,4,0,28,24
382855,74,108,41,12,0,1,0
382855,75,2,0,0,0,0,0
382855,76,2,0,0,0,0,0
382855,77,0,0,0,0,0,0
382855,78,0,0,0,0,0,0
382855,79,1,0,0,0,0,0
360510,575,123,113,,,,
360510,80,473,244,92,5,46,35
360510,81,75,61,22,2,52,0
360510,82,17,12,9,0,8,7
360510,83,0,0,0,0,0,0
360510,84,2,1,0,1,0,0
360510,85,5,2,0,1,1,0
360510,86,0,0,0,0,0,0
360510,87,0,0,0,0,0,0
360510,88,1,0,0,0,0,0
360510,89,2,0,0,0,0,0
394245,1990,1292,68,,,,
394245,90,898,411,103,0,234,90
394245,91,696,504,73,3,416,181
394245,92,109,18,12,1,6,0
394245,93,37,28,12,0,26,1
394245,94,249,136,15,3,49,38
394245,95,0,0,0,0,0,0
394245,96,0,0,0,0,0,0
394245,97,0,0,0,0,0,0
394245,98,0,0,0,0,0,0
394245,99,1,0,0,0,0,0
0,1913,78,129,,,,
0,100,225,210,164,0,21,20
0,101,716,371,153,4,261,125
0,102,494,183,58,5,124,66
0,103,348,15,5,5,11,2
0,104,119,73,65,1,48,44
0,105,1,0,0,0,0,0
0,106,4,1,0,5,0,0
0,107,1,0,0,0,0,0
0,108,0,0,0,0,0,0
0,109,5,0,0,0,0,0
7,572,249,89,,,,
7,110,527,282,228,5,23,19
7,111,24,22,12,3,16,9
7,112,17,4,1,0,2,1
7,113,3,2,1,0,1,0
7,114,0,0,0,0,0,0
7,115,0,0,0,0,0,0
7,116,0,0,0,0,0,0
7,117,0,0,0,0,0,0
7,118,0,0,0,0,0,0
7,119,1,0,0,0,0,0
123456,1877,1586,5,,,,
123456,120,1656,1400,786,0,1300,726
123456,121,196,88,80,1,58,50
123456,122,15,2,0,0,1,0
123456,123,3,1,0,4,0,0
123456,124,3,1,0,0,0,0
123456,125,3,2,1,2,1,0
123456,126,0,0,0,0,0,0
123456,127,0,0,0,0,0,0
123456,128,0,0,0,0,0,0
123456,129,1,0,0,0,0,0
