504273,0,1612,1197,1186,0,10,1
504273,1,2,1,0,5,0,0
504273,2,7,1,0,5,0,0
504273,3,3,0,0,0,0,0
504273,4,8,2,0,1,1,0
504273,5,0,0,0,0,0,0
504273,6,0,0,0,0,0,0
504273,7,0,0,0,0,0,0
504273,8,0,0,0,0,0,0
504273,9,1,0,0,0,0,0
504273,1633,79,177,10000,,,
506356,10,533,180,81,2,119,20
506356,11,272,27,21,4,2,0
506356,12,140,93,20,4,62,61
506356,13,61,25,2,5,11,2
506356,14,13,0,0,0,0,0
506356,15,18,9,0,2,0,0
506356,16,34,14,9,1,0,0
506356,17,6,2,0,3,0,0
506356,18,2,1,0,2,0,0
506356,19,2,0,0,0,0,0
506356,1081,206,42,1234,,,
509128,20,53,17,16,4,11,7
509128,21,48,38,11,4,0,0
509128,22,70,30,26,3,1,0
509128,23,2,0,0,0,0,0
509128,24,0,0,0,0,0,0
509128,25,0,0,0,0,0,0
509128,26,0,0,0,0,0,0
509128,27,0,0,0,0,0,0
509128,28,0,0,0,0,0,0
509128,29,1,0,0,0,0,0
509128,174,34,94,1,,,
508256,30,940,317,237,5,270,83
508256,31,11,7,0,2,3,0
508256,32,69,0,0,0,0,0
508256,33,168,52,31,3,44,15
508256,34,42,19,8,1,5,4
508256,35,20,4,0,2,1,0
508256,36,2,0,0,0,0,0
508256,37,12,10,7,3,6,5
508256,38,1,0,0,0,0,0
508256,39,11,7,4,4,0,0
508256,1276,282,167,523,,,
502318,40,170,115,39,3,67,48
502318,41,589,46,7,3,16,4
502318,42,193,73,29,2,26,16
502318,43,380,148,40,3,1,0
502318,44,326,91,6,2,29,20
502318,45,87,58,56,5,17,15
502318,46,21,5,2,1,4,3
502318,47,41,23,11,0,8,7
502318,48,0,0,0,0,0,0
502318,49,2,0,0,0,0,0
502318,1809,359,121,789,,,
110090,50,119,106,59,4,22,10
110090,51,752,260,6,5,122,76
110090,52,42,2,0,0,1,0
110090,53,13,9,5,4,6,5
110090,54,45,26,11,1,6,4
110090,55,6,1,0,4,0,0
110090,56,33,1,0,1,0,0
110090,57,2,0,0,0,0,0
110090,58,0,0,0,0,0,0
110090,59,10,4,0,0,2,1
110090,1022,82,10,4532,,,
380050,60,329,67,60,3,26,14
380050,61,590,112,99,3,14,6
380050,62,361,42,41,3,13,10
380050,63,1,0,0,0,0,0
380050,64,3,2,0,2,1,0
380050,65,20,4,2,2,1,0
380050,66,4,0,0,0,0,0
380050,67,0,0,0,0,0,0
380050,68,0,0,0,0,0,0
380050,69,1,0,0,0,0,0
380050,1309,148,18,0,,,
382855,70,78,38,0,2,9,3
382855,71,25,9,3,4,0,0
382855,72,5,4,0,5,3,2
382855,73,0,0,0,0,0,0
382855,74,0,0,0,0,0,0
382855,75,0,0,0,0,0,0
382855,76,2,1,0,1,0,0
382855,77,1,0,0,0,0,0
382855,78,1,0,0,0,0,0
382855,79,1,0,0,0,0,0
382855,113,12,99,123,,,
360510,80,378,128,80,0,5,3
360510,81,222,58,0,0,48,24
360510,82,10,8,7,1,5,0
360510,83,6,1,0,3,0,0
360510,84,0,0,0,0,0,0
360510,85,0,0,0,0,0,0
360510,86,2,1,0,1,0,0
360510,87,0,0,0,0,0,0
360510,88,0,0,0,0,0,0
360510,89,1,0,0,0,0,0
360510,619,110,2,321,,,
394245,90,401,165,117,4,99,8
394245,91,21,15,14,1,8,4
394245,92,1,0,0,0,0,0
394245,93,0,0,0,0,0,0
394245,94,1,0,0,0,0,0
394245,95,2,1,0,3,0,0
394245,96,0,0,0,0,0,0
394245,97,10,8,7,5,7,2
394245,98,0,0,0,0,0,0
394245,99,1,0,0,0,0,0
394245,437,26,196,1111,,,
0,100,77,7,3,1,5,0
0,101,58,21,17,5,6,0
0,102,1,0,0,0,0,0
0,103,0,0,0,0,0,0
0,104,0,0,0,0,0,0
0,105,0,0,0,0,0,0
0,106,0,0,0,0,0,0
0,107,0,0,0,0,0,0
0,108,0,0,0,0,0,0
0,109,1,0,0,0,0,0
0,137,18,49,0,,,
7,110,400,317,192,3,286,158
7,111,205,181,62,0,95,21
7,112,4,1,0,3,0,0
7,113,0,0,0,0,0,0
7,114,3,1,0,0,0,0
7,115,0,0,0,0,0,0
7,116,2,1,0,5,0,0
7,117,3,0,0,0,0,0
7,118,2,1,0,2,0,0
7,119,1,0,0,0,0,0
7,620,356,42,0,,,
123456,120,7,5,4,2,4,1
123456,121,0,0,0,0,0,0
123456,122,0,0,0,0,0,0
123456,123,0,0,0,0,0,0
123456,124,0,0,0,0,0,0
123456,125,0,0,0,0,0,0
123456,126,0,0,0,0,0,0
123456,127,0,0,0,0,0,0
123456,128,0,0,0,0,0,0
123456,129,1,0,0,0,0,0
123456,8,0,12,0,,,
