504273,0,394,257,47,0,170,154
504273,1,9,2,1,1,1,0
504273,2,7,4,0,0,3,0
504273,3,4,2,1,2,0,0
504273,4,35,26,3,3,20,7
504273,5,1,0,0,0,0,0
504273,6,6,5,1,3,2,0
504273,7,1,0,0,0,0,0
504273,8,0,0,0,0,0,0
504273,9,1,0,0,0,0,0
506356,10,11,0,0,0,0,0
506356,11,468,381,97,4,16,14
506356,12,5,3,1,2,1,0
506356,13,68,5,0,4,4,2
506356,14,81,12,8,5,9,1
506356,15,10,0,0,0,0,0
506356,16,1,0,0,0,0,0
506356,17,1,0,0,0,0,0
506356,18,0,0,0,0,0,0
506356,19,1,0,0,0,0,0
509128,20,768,546,543,3,161,131
509128,21,512,176,74,2,73,48
509128,22,176,57,20,0,34,19
509128,23,10,7,6,0,4,0
509128,24,68,15,0,5,4,2
509128,25,0,0,0,0,0,0
509128,26,0,0,0,0,0,0
509128,27,0,0,0,0,0,0
509128,28,0,0,0,0,0,0
509128,29,1,0,0,0,0,0
508256,30,1464,575,153,5,33,1
508256,31,128,29,28,4,13,4
508256,32,133,41,39,0,37,20
508256,33,57,36,17,3,20,1
508256,34,130,40,11,2,36,24
508256,35,9,6,3,4,0,0
508256,36,54,53,38,2,24,20
508256,37,7,5,3,0,3,2
508256,38,7,2,1,4,1,0
508256,39,10,1,0,1,0,0
502318,40,64,20,9,2,9,1
502318,41,181,44,31,4,3,2
502318,42,2,0,0,0,0,0
502318,43,17,10,6,5,8,6
502318,44,1,0,0,0,0,0
502318,45,2,0,0,0,0,0
502318,46,16,4,2,4,3,2
502318,47,1,0,0,0,0,0
502318,48,0,0,0,0,0,0
502318,49,4,3,2,2,0,0
110090,50,441,353,193,0,217,114
110090,51,153,21,11,1,3,2
110090,52,22,18,17,2,17,11
110090,53,8,5,1,3,3,0
110090,54,0,0,0,0,0,0
110090,55,8,1,0,4,0,0
110090,56,0,0,0,0,0,0
110090,57,0,0,0,0,0,0
110090,58,1,0,0,0,0,0
110090,59,2,0,0,0,0,0
380050,60,623,499,249,1,467,204
380050,61,187,162,13,4,78,71
380050,62,180,79,5,1,18,13
380050,63,2,1,0,3,0,0
380050,64,125,105,23,5,7,5
380050,65,53,46,17,5,36,19
380050,66,0,0,0,0,0,0
380050,67,0,0,0,0,0,0
380050,68,10,8,0,5,1,0
380050,69,1,0,0,0,0,0
382855,70,108,26,5,3,3,1
382855,71,22,10,9,3,2,0
382855,72,180,170,155,4,79,50
382855,73,149,82,78,5,9,2
382855,74,16,9,8,2,4,2
382855,75,2,0,0,0,0,0
382855,76,3,1,0,1,0,0
382855,77,0,0,0,0,0,0
382855,78,0,0,0,0,0,0
382855,79,1,0,0,0,0,0
360510,80,734,406,387,2,319,222
360510,81,375,43,32,2,15,6
360510,82,28,20,5,3,13,3
360510,83,1,0,0,0,0,0
360510,84,6,2,0,2,1,0
360510,85,30,10,5,1,3,2
360510,86,7,5,0,2,0,0
360510,87,0,0,0,0,0,0
360510,88,2,1,0,2,0,0
360510,89,1,0,0,0,0,0
394245,90,458,102,6,4,5,2
394245,91,60,6,4,4,5,1
394245,92,19,16,6,3,12,10
394245,93,0,0,0,0,0,0
394245,94,22,9,2,1,6,2
394245,95,8,0,0,0,0,0
394245,96,2,0,0,0,0,0
394245,97,6,2,1,1,1,0
394245,98,0,0,0,0,0,0
394245,99,7,3,2,1,1,0
0,100,72,20,8,2,3,2
0,101,977,613,549,4,568,511
0,102,9,3,0,5,1,0
0,103,29,10,8,1,3,2
0,104,12,0,0,0,0,0
0,105,13,6,1,1,0,0
0,106,1,0,0,0,0,0
0,107,12,10,3,0,5,1
0,108,15,6,1,3,3,0
0,109,3,2,1,3,0,0
7,110,1,0,0,0,0,0
7,111,1,0,0,0,0,0
7,112,22,10,5,0,3,1
7,113,4,0,0,0,0,0
7,114,0,0,0,0,0,0
7,115,0,0,0,0,0,0
7,116,0,0,0,0,0,0
7,117,0,0,0,0,0,0
7,118,0,0,0,0,0,0
7,119,1,0,0,0,0,0
123456,120,25,13,0,0,3,1
123456,121,10,9,5,2,8,6
123456,122,4,3,0,1,1,0
123456,123,15,2,0,1,0,0
123456,124,1,0,0,0,0,0
123456,125,6,5,0,3,3,0
123456,126,0,0,0,0,0,0
123456,127,0,0,0,0,0,0
123456,128,0,0,0,0,0,0
123456,129,1,0,0,0,0,0
